9.72476e-05 23.7725 24.6661 22.8789 14.0645 14.6663 13.4626 25.8653 0.893572 0.601821 0.288012 0.278408
0.0001 23.6195 24.509 22.73 13.9723 14.5712 13.3734 25.6311 0.88948 0.598906 0.285944 0.276236
0.00010283 23.4687 24.3541 22.5833 13.8815 14.4775 13.2855 25.3987 0.885408 0.596006 0.283892 0.274078
0.000105741 23.3251 24.2065 22.4438 13.7951 14.3882 13.202 25.168 0.881353 0.593122 0.281854 0.271935
0.000108734 23.171 24.0483 22.2937 13.7022 14.2925 13.112 24.9391 0.877317 0.590252 0.279831 0.269804
0.000111811 23.0178 23.8911 22.1445 13.6099 14.1973 13.0225 24.7118 0.8733 0.587398 0.277823 0.267688
0.000114976 22.8653 23.7346 21.996 13.5181 14.1027 12.9335 24.4863 0.8693 0.584558 0.275829 0.265585
0.00011823 22.7137 23.579 21.8484 13.4268 14.0085 12.8451 24.2624 0.865318 0.581734 0.27385 0.263495
0.000121576 22.5629 23.4243 21.7016 13.336 13.9149 12.7571 24.0402 0.861355 0.578924 0.271886 0.261419
0.000125017 22.4129 23.2703 21.5555 13.2457 13.8218 12.6696 23.8197 0.857409 0.576129 0.269936 0.259357
0.000128556 22.2638 23.1172 21.4103 13.1559 13.7292 12.5825 23.6008 0.85348 0.573348 0.268 0.257307
0.000132194 22.1154 22.965 21.2659 13.0666 13.6372 12.496 23.3836 0.849569 0.570582 0.266079 0.255271
0.000135936 21.9679 22.8136 21.1222 12.9778 13.5456 12.41 23.168 0.845676 0.567831 0.264172 0.253248
0.000139783 21.8211 22.6629 20.9793 12.8895 13.4546 12.3244 22.954 0.8418 0.565094 0.262279 0.251238
0.000143739 21.6752 22.5131 20.8373 12.8017 13.364 12.2393 22.7417 0.837941 0.562371 0.260401 0.249241
0.000147808 21.53 22.3641 20.6959 12.7143 13.274 12.1547 22.5309 0.834099 0.559663 0.258536 0.247257
0.000151991 21.3857 22.216 20.5554 12.6275 13.1844 12.0705 22.3218 0.830274 0.556968 0.256686 0.245286
0.000156293 21.2421 22.0686 20.4157 12.5411 13.0954 11.9868 22.1142 0.826465 0.554288 0.25485 0.243327
0.000160717 21.0994 21.922 20.2767 12.4552 13.0069 11.9036 21.9082 0.822674 0.551621 0.253027 0.241382
0.000165265 20.9574 21.7763 20.1385 12.3698 12.9188 11.8209 21.7038 0.818899 0.548969 0.251218 0.239448
0.000169943 20.8162 21.6313 20.001 12.2849 12.8313 11.7386 21.5009 0.81514 0.54633 0.249424 0.237528
0.000174753 20.6757 21.4871 19.8643 12.2005 12.7442 11.6568 21.2995 0.811398 0.543705 0.247643 0.23562
0.000179699 20.536 21.3437 19.7284 12.1165 12.6576 11.5754 21.0997 0.807672 0.541094 0.245875 0.233724
0.000184785 20.3972 21.2011 19.5932 12.033 12.5715 11.4945 20.9014 0.803963 0.538496 0.244121 0.231841
0.000190015 20.259 21.0593 19.4587 11.95 12.4859 11.4141 20.7047 0.800269 0.535912 0.242381 0.22997
0.000195393 20.1216 20.9182 19.325 11.8674 12.4008 11.3341 20.5094 0.796591 0.533341 0.240654 0.228111
0.000200923 19.985 20.7779 19.1921 11.7853 12.3161 11.2546 20.3156 0.792929 0.530784 0.238941 0.226265
0.00020661 19.8492 20.6384 19.0599 11.7037 12.232 11.1755 20.1234 0.789283 0.52824 0.237241 0.22443
0.000212458 19.714 20.4997 18.9284 11.6225 12.1483 11.0968 19.9326 0.785652 0.525708 0.235554 0.222607
0.000218471 19.5797 20.3617 18.7977 11.5418 12.065 11.0187 19.7432 0.782036 0.523191 0.233881 0.220797
0.000224655 19.4461 20.2245 18.6676 11.4616 11.9823 10.9409 19.5553 0.778436 0.520686 0.232221 0.218999
0.000231013 19.3132 20.088 18.5383 11.3818 11.9 10.8636 19.3689 0.774851 0.518193 0.230574 0.217212
0.000237551 19.1811 19.9523 18.4098 11.3025 11.8182 10.7867 19.1839 0.771281 0.515714 0.228941 0.215437
0.000244275 19.0496 19.8174 18.2819 11.2236 11.7368 10.7103 19.0003 0.767725 0.513248 0.22732 0.213673
0.000251189 18.919 19.6832 18.1548 11.1451 11.6559 10.6343 18.8182 0.764185 0.510794 0.225712 0.211921
0.000258298 18.789 19.5497 18.0284 11.0671 11.5755 10.5588 18.6374 0.760659 0.508353 0.224117 0.210181
0.000265609 18.6598 19.417 17.9027 10.9896 11.4955 10.4836 18.4581 0.757148 0.505924 0.222535 0.208453
0.000273126 18.5313 19.2849 17.7776 10.9124 11.416 10.4089 18.2801 0.753651 0.503508 0.220966 0.206735
0.000280857 18.4035 19.1537 17.6534 10.8358 11.3369 10.3347 18.1036 0.750169 0.501105 0.21941 0.20503
0.000288806 18.2765 19.0232 17.5298 10.7596 11.2583 10.2608 17.9284 0.746701 0.498713 0.217866 0.203335
0.00029698 18.1501 18.8933 17.4068 10.6838 11.1801 10.1874 17.7545 0.743246 0.496334 0.216335 0.201652
0.000305386 18.0244 18.7643 17.2846 10.6084 11.1024 10.1144 17.5821 0.739806 0.493967 0.214816 0.19998
0.000314029 17.8995 18.6359 17.1631 10.5335 11.0251 10.0419 17.411 0.73638 0.491612 0.21331 0.198318
0.000322917 17.7752 18.5082 17.0423 10.459 10.9482 9.96971 17.2412 0.732967 0.489269 0.211817 0.196669
